step,w_exact,w_char,w_pattern,w_affix,w_length,difficulty_multiplier,contrib_exact,contrib_char,contrib_pattern,contrib_affix,exact_match_raw,char_overlap_raw,pattern_raw,affix_raw,length_penalty_raw,exact_match_norm,char_overlap_norm,pattern_norm,affix_norm,length_penalty_norm,composite_pre,composite_with_length,composite_with_difficulty,composite_predicted,reward_scalar,composite_diff,parse_success
10,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06760886172650879,0.0,0.1,0.0,0.338044308632544,0.0,1.0,1.0,0.0,0.338044308632544,0.0,1.0,1.0,0.1676088617265088,0.1676088617265088,0.1676088617265088,0.1676088617265088,0.1676088617265088,0.0,1.0
11,0.4,0.2,0.15,0.1,0.15,1.25,0.0,0.08023809523809525,0.0,0.1,0.0,0.4011904761904762,0.0,1.0,1.0,0.0,0.4011904761904762,0.0,1.0,1.0,0.18023809523809523,0.18023809523809523,0.2248809523809524,0.2248809523809524,0.2248809523809524,0.0,1.0
12,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05178448572411422,0.0,0.1,0.0,0.258922428620571,0.0,1.0,1.0,0.0,0.258922428620571,0.0,1.0,1.0,0.15178448572411424,0.15178448572411424,0.15178448572411424,0.15178448572411424,0.15178448572411424,0.0,1.0
13,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.04331709956709957,0.0,0.1,0.0,0.21658549783549783,0.0,1.0,1.0,0.0,0.21658549783549783,0.0,1.0,1.0,0.14331709956709957,0.14331709956709957,0.14331709956709957,0.14331709956709957,0.14331709956709957,0.0,1.0
14,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.17894736842105263,0.15,0.1,0.0,0.8947368421052632,1.0,1.0,1.0,0.0,0.8947368421052632,1.0,1.0,1.0,0.42894736842105263,0.42894736842105263,0.42894736842105263,0.42894736842105263,0.42894736842105263,0.0,1.0
15,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.04388461538461538,0.0,0.1,0.0,0.2194230769230769,0.0,1.0,1.0,0.0,0.2194230769230769,0.0,1.0,1.0,0.1438846153846154,0.1438846153846154,0.1438846153846154,0.1438846153846154,0.1438846153846154,0.0,1.0
16,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.03666666666666667,0.0,0.1,0.0,0.18333333333333335,0.0,1.0,1.0,0.0,0.18333333333333335,0.0,1.0,1.0,0.1366666666666667,0.1366666666666667,0.1366666666666667,0.1366666666666667,0.1366666666666667,0.0,1.0
17,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.09263157894736843,0.0,0.1,0.0,0.4631578947368421,0.0,1.0,1.0,0.0,0.4631578947368421,0.0,1.0,1.0,0.19263157894736843,0.19263157894736843,0.19263157894736843,0.19263157894736843,0.19263157894736843,0.0,1.0
18,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.07205882352941176,0.0,0.1,0.0,0.3602941176470588,0.0,1.0,1.0,0.0,0.3602941176470588,0.0,1.0,1.0,0.17205882352941176,0.17205882352941176,0.17205882352941176,0.17205882352941176,0.17205882352941176,0.0,1.0
19,0.4,0.2,0.15,0.1,0.15,1.1,0.0,0.03161838161838162,0.0,0.1,0.0,0.1580919080919081,0.0,1.0,1.0,0.0,0.1580919080919081,0.0,1.0,1.0,0.13161838161838163,0.13161838161838163,0.14486513486513486,0.14486513486513486,0.14486513486513486,0.0,1.0
20,0.4,0.2,0.15,0.1,0.15,1.25,0.0,0.05079365079365081,0.0,0.1,0.0,0.253968253968254,0.0,1.0,1.0,0.0,0.253968253968254,0.0,1.0,1.0,0.15079365079365079,0.15079365079365079,0.1900793650793651,0.1900793650793651,0.1900793650793651,0.0,1.0
21,0.4,0.2,0.15,0.1,0.15,1.2,0.0,0.07076923076923078,0.0,0.1,0.0,0.3538461538461538,0.0,1.0,1.0,0.0,0.3538461538461538,0.0,1.0,1.0,0.17076923076923078,0.17076923076923078,0.20492307692307693,0.20492307692307693,0.20492307692307693,0.0,1.0
22,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.049610805860805865,0.0,0.1,0.0,0.2480540293040293,0.0,1.0,1.0,0.0,0.2480540293040293,0.0,1.0,1.0,0.14961080586080588,0.14961080586080588,0.14961080586080588,0.14961080586080588,0.14961080586080588,0.0,1.0
23,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06484126984126985,0.0,0.1,0.0,0.3242063492063492,0.0,1.0,1.0,0.0,0.3242063492063492,0.0,1.0,1.0,0.16484126984126984,0.16484126984126984,0.16484126984126984,0.16484126984126984,0.16484126984126984,0.0,1.0
24,0.4,0.2,0.15,0.1,0.15,1.2,0.0,0.05,0.0,0.1,0.0,0.25,0.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,0.15000000000000002,0.15000000000000002,0.18,0.18,0.18,0.0,1.0
25,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.051748251748251754,0.0,0.1,0.0,0.25874125874125875,0.0,1.0,1.0,0.0,0.25874125874125875,0.0,1.0,1.0,0.15174825174825174,0.15174825174825174,0.15174825174825174,0.15174825174825174,0.15174825174825174,0.0,1.0
26,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.030022246941045605,0.0,0.1,0.0,0.15011123470522802,0.0,1.0,1.0,0.0,0.15011123470522802,0.0,1.0,1.0,0.1300222469410456,0.1300222469410456,0.1300222469410456,0.1300222469410456,0.1300222469410456,0.0,1.0
27,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.10250783699059562,0.0375,0.1,0.0,0.5125391849529781,0.25,1.0,1.0,0.0,0.5125391849529781,0.25,1.0,1.0,0.2400078369905956,0.2400078369905956,0.2400078369905956,0.2400078369905956,0.2400078369905956,0.0,1.0
28,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.040952380952380955,0.0,0.1,0.0,0.20476190476190476,0.0,1.0,1.0,0.0,0.20476190476190476,0.0,1.0,1.0,0.14095238095238097,0.14095238095238097,0.14095238095238097,0.14095238095238097,0.14095238095238097,0.0,1.0
29,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06333333333333334,0.0,0.1,0.0,0.31666666666666665,0.0,1.0,1.0,0.0,0.31666666666666665,0.0,1.0,1.0,0.16333333333333333,0.16333333333333333,0.16333333333333333,0.16333333333333333,0.16333333333333333,0.0,1.0
30,0.4,0.2,0.15,0.1,0.15,1.1,0.0,0.04650793650793652,0.0,0.1,0.0,0.23253968253968255,0.0,1.0,1.0,0.0,0.23253968253968255,0.0,1.0,1.0,0.14650793650793653,0.14650793650793653,0.16380952380952382,0.16380952380952382,0.16380952380952382,0.0,1.0
31,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.052586206896551725,0.0,0.1,0.0,0.2629310344827586,0.0,1.0,1.0,0.0,0.2629310344827586,0.0,1.0,1.0,0.15258620689655172,0.15258620689655172,0.15258620689655172,0.15258620689655172,0.15258620689655172,0.0,1.0
32,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.01818181818181818,0.0,0.1,0.0,0.0909090909090909,0.0,1.0,1.0,0.0,0.0909090909090909,0.0,1.0,1.0,0.11818181818181818,0.11818181818181818,0.11818181818181818,0.11818181818181818,0.11818181818181818,0.0,1.0
33,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05183913308913309,0.0,0.1,0.0,0.2591956654456654,0.0,1.0,1.0,0.0,0.2591956654456654,0.0,1.0,1.0,0.1518391330891331,0.1518391330891331,0.1518391330891331,0.1518391330891331,0.1518391330891331,0.0,1.0
34,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05984848484848485,0.0,0.1,0.0,0.29924242424242425,0.0,1.0,1.0,0.0,0.29924242424242425,0.0,1.0,1.0,0.15984848484848485,0.15984848484848485,0.15984848484848485,0.15984848484848485,0.15984848484848485,0.0,1.0
35,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.08379772961816305,0.0,0.1,0.0,0.41898864809081526,0.0,1.0,1.0,0.0,0.41898864809081526,0.0,1.0,1.0,0.18379772961816307,0.18379772961816307,0.18379772961816307,0.18379772961816307,0.18379772961816307,0.0,1.0
36,0.4,0.2,0.15,0.1,0.15,1.2,0.0,0.05454545454545454,0.0,0.1,0.0,0.2727272727272727,0.0,1.0,1.0,0.0,0.2727272727272727,0.0,1.0,1.0,0.15454545454545454,0.15454545454545454,0.18545454545454543,0.18545454545454543,0.18545454545454543,0.0,1.0
37,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06997584541062804,0.0,0.1,0.0,0.3498792270531401,0.0,1.0,1.0,0.0,0.3498792270531401,0.0,1.0,1.0,0.16997584541062805,0.16997584541062805,0.16997584541062805,0.16997584541062805,0.16997584541062805,0.0,1.0
38,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05705862977602109,0.0,0.1,0.0,0.28529314888010543,0.0,1.0,1.0,0.0,0.28529314888010543,0.0,1.0,1.0,0.15705862977602109,0.15705862977602109,0.15705862977602109,0.15705862977602109,0.15705862977602109,0.0,1.0
39,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.007547169811320755,0.0,0.1,0.0,0.03773584905660377,0.0,1.0,1.0,0.0,0.03773584905660377,0.0,1.0,1.0,0.10754716981132076,0.10754716981132076,0.10754716981132076,0.10754716981132076,0.10754716981132076,0.0,1.0
40,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06460409745293468,0.0,0.1,0.0,0.32302048726467336,0.0,1.0,1.0,0.0,0.32302048726467336,0.0,1.0,1.0,0.16460409745293467,0.16460409745293467,0.16460409745293467,0.16460409745293467,0.16460409745293467,0.0,1.0
41,0.4,0.2,0.15,0.1,0.15,1.2,0.0,0.11428571428571428,0.0,0.1,0.0,0.5714285714285714,0.0,1.0,1.0,0.0,0.5714285714285714,0.0,1.0,1.0,0.2142857142857143,0.2142857142857143,0.2571428571428572,0.2571428571428572,0.2571428571428572,0.0,1.0
42,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.036887508626639066,0.0,0.1,0.0,0.1844375431331953,0.0,1.0,1.0,0.0,0.1844375431331953,0.0,1.0,1.0,0.13688750862663907,0.13688750862663907,0.13688750862663907,0.13688750862663907,0.13688750862663907,0.0,1.0
43,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.052192982456140354,0.0,0.1,0.0,0.26096491228070173,0.0,1.0,1.0,0.0,0.26096491228070173,0.0,1.0,1.0,0.15219298245614035,0.15219298245614035,0.15219298245614035,0.15219298245614035,0.15219298245614035,0.0,1.0
44,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05182692307692308,0.0,0.1,0.0,0.25913461538461535,0.0,1.0,1.0,0.0,0.25913461538461535,0.0,1.0,1.0,0.15182692307692308,0.15182692307692308,0.15182692307692308,0.15182692307692308,0.15182692307692308,0.0,1.0
45,0.4,0.2,0.15,0.1,0.15,1.2,0.0,0.08311688311688312,0.0,0.1,0.0,0.4155844155844156,0.0,1.0,1.0,0.0,0.4155844155844156,0.0,1.0,1.0,0.18311688311688312,0.18311688311688312,0.21974025974025974,0.21974025974025974,0.21974025974025974,0.0,1.0
46,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06889652014652015,0.0,0.1,0.0,0.34448260073260073,0.0,1.0,1.0,0.0,0.34448260073260073,0.0,1.0,1.0,0.16889652014652015,0.16889652014652015,0.16889652014652015,0.16889652014652015,0.16889652014652015,0.0,1.0
47,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06651505016722407,0.0,0.1,0.0,0.33257525083612033,0.0,1.0,1.0,0.0,0.33257525083612033,0.0,1.0,1.0,0.16651505016722407,0.16651505016722407,0.16651505016722407,0.16651505016722407,0.16651505016722407,0.0,1.0
48,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.050757575757575765,0.0,0.1,0.0,0.2537878787878788,0.0,1.0,1.0,0.0,0.2537878787878788,0.0,1.0,1.0,0.15075757575757576,0.15075757575757576,0.15075757575757576,0.15075757575757576,0.15075757575757576,0.0,1.0
49,0.4,0.2,0.15,0.1,0.15,1.35,0.0,0.07444831591173054,0.0,0.1,0.0,0.37224157955865267,0.0,1.0,1.0,0.0,0.37224157955865267,0.0,1.0,1.0,0.17444831591173054,0.17444831591173054,0.22862369337979094,0.22862369337979094,0.22862369337979094,0.0,1.0
50,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05755012742906094,0.0,0.1,0.0,0.2877506371453047,0.0,1.0,1.0,0.0,0.2877506371453047,0.0,1.0,1.0,0.15755012742906094,0.15755012742906094,0.15755012742906094,0.15755012742906094,0.15755012742906094,0.0,1.0
51,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06704381145170618,0.0,0.1,0.0,0.33521905725853096,0.0,1.0,1.0,0.0,0.33521905725853096,0.0,1.0,1.0,0.1670438114517062,0.1670438114517062,0.1670438114517062,0.1670438114517062,0.1670438114517062,0.0,1.0
52,0.4,0.2,0.15,0.1,0.15,1.25,0.0,0.04377926421404683,0.0,0.1,0.0,0.21889632107023413,0.0,1.0,1.0,0.0,0.21889632107023413,0.0,1.0,1.0,0.14377926421404683,0.14377926421404683,0.17377926421404682,0.17377926421404682,0.17377926421404682,0.0,1.0
53,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.08916408668730649,0.0,0.1,0.0,0.4458204334365325,0.0,1.0,1.0,0.0,0.4458204334365325,0.0,1.0,1.0,0.1891640866873065,0.1891640866873065,0.1891640866873065,0.1891640866873065,0.1891640866873065,0.0,1.0
54,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.08859126984126985,0.0375,0.1,0.0,0.4429563492063492,0.25,1.0,1.0,0.0,0.4429563492063492,0.25,1.0,1.0,0.22609126984126984,0.22609126984126984,0.22609126984126984,0.22609126984126984,0.22609126984126984,0.0,1.0
55,0.4,0.2,0.15,0.1,0.15,1.2,0.1,0.09549707602339182,0.0375,0.1,0.25,0.47748538011695907,0.25,1.0,1.0,0.25,0.47748538011695907,0.25,1.0,1.0,0.3329970760233918,0.3329970760233918,0.39959649122807017,0.39959649122807017,0.39959649122807017,0.0,1.0
56,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.04801169590643275,0.0,0.1,0.0,0.24005847953216375,0.0,1.0,1.0,0.0,0.24005847953216375,0.0,1.0,1.0,0.14801169590643276,0.14801169590643276,0.14801169590643276,0.14801169590643276,0.14801169590643276,0.0,1.0
57,0.4,0.2,0.15,0.1,0.15,1.1,0.0,0.057825630252100836,0.0,0.1,0.0,0.2891281512605042,0.0,1.0,1.0,0.0,0.2891281512605042,0.0,1.0,1.0,0.15782563025210086,0.15782563025210086,0.17278361344537815,0.17278361344537815,0.17278361344537815,0.0,1.0
58,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.07,0.0,0.1,0.0,0.35,0.0,1.0,1.0,0.0,0.35,0.0,1.0,1.0,0.16999999999999998,0.16999999999999998,0.16999999999999998,0.16999999999999998,0.16999999999999998,0.0,1.0
59,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.052526613847368564,0.0,0.1,0.0,0.2626330692368428,0.0,1.0,1.0,0.0,0.2626330692368428,0.0,1.0,1.0,0.15252661384736857,0.15252661384736857,0.15252661384736857,0.15252661384736857,0.15252661384736857,0.0,0.75
60,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05863247863247864,0.0,0.1,0.0,0.2931623931623932,0.0,1.0,1.0,0.0,0.2931623931623932,0.0,1.0,1.0,0.15863247863247865,0.15863247863247865,0.15863247863247865,0.15863247863247865,0.15863247863247865,0.0,1.0
61,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.07502253075143103,0.0,0.1,0.0,0.375112653757155,0.0,1.0,1.0,0.0,0.375112653757155,0.0,1.0,1.0,0.175022530751431,0.175022530751431,0.175022530751431,0.175022530751431,0.175022530751431,0.0,1.0
62,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.047422442624841424,0.0,0.1,0.0,0.23711221312420713,0.0,1.0,1.0,0.0,0.23711221312420713,0.0,1.0,1.0,0.14742244262484142,0.14742244262484142,0.14742244262484142,0.14742244262484142,0.14742244262484142,0.0,1.0
63,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.059358288770053474,0.0,0.1,0.0,0.29679144385026734,0.0,1.0,1.0,0.0,0.29679144385026734,0.0,1.0,1.0,0.15935828877005348,0.15935828877005348,0.15935828877005348,0.15935828877005348,0.15935828877005348,0.0,1.0
64,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.09267241379310345,0.0,0.1,0.0,0.46336206896551724,0.0,1.0,1.0,0.0,0.46336206896551724,0.0,1.0,1.0,0.19267241379310346,0.19267241379310346,0.19267241379310346,0.19267241379310346,0.19267241379310346,0.0,1.0
65,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.07380952380952381,0.0,0.1,0.0,0.369047619047619,0.0,1.0,1.0,0.0,0.369047619047619,0.0,1.0,1.0,0.1738095238095238,0.1738095238095238,0.1738095238095238,0.1738095238095238,0.1738095238095238,0.0,1.0
66,0.4,0.2,0.15,0.1,0.15,1.25,0.0,0.07663170163170163,0.0,0.1,0.0,0.38315850815850816,0.0,1.0,1.0,0.0,0.38315850815850816,0.0,1.0,1.0,0.17663170163170164,0.17663170163170164,0.23193473193473194,0.23193473193473194,0.23193473193473194,0.0,1.0
67,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.04505494505494506,0.0,0.1,0.0,0.22527472527472528,0.0,1.0,1.0,0.0,0.22527472527472528,0.0,1.0,1.0,0.14505494505494507,0.14505494505494507,0.14505494505494507,0.14505494505494507,0.14505494505494507,0.0,1.0
68,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.058803030303030294,0.0,0.1,0.0,0.2940151515151515,0.0,1.0,1.0,0.0,0.2940151515151515,0.0,1.0,1.0,0.1588030303030303,0.1588030303030303,0.1588030303030303,0.1588030303030303,0.1588030303030303,0.0,1.0
69,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.0,1.0
70,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05243589743589744,0.0,0.1,0.0,0.2621794871794872,0.0,1.0,1.0,0.0,0.2621794871794872,0.0,1.0,1.0,0.15243589743589744,0.15243589743589744,0.15243589743589744,0.15243589743589744,0.15243589743589744,0.0,1.0
71,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06099245852187029,0.0,0.1,0.0,0.3049622926093514,0.0,1.0,1.0,0.0,0.3049622926093514,0.0,1.0,1.0,0.1609924585218703,0.1609924585218703,0.1609924585218703,0.1609924585218703,0.1609924585218703,0.0,1.0
72,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.029394522575869726,0.0,0.1,0.0,0.14697261287934865,0.0,1.0,1.0,0.0,0.14697261287934865,0.0,1.0,1.0,0.12939452257586972,0.12939452257586972,0.12939452257586972,0.12939452257586972,0.12939452257586972,0.0,0.75
73,0.4,0.2,0.15,0.1,0.15,1.25,0.0,0.08295454545454545,0.0,0.1,0.0,0.41477272727272724,0.0,1.0,1.0,0.0,0.41477272727272724,0.0,1.0,1.0,0.18295454545454545,0.18295454545454545,0.2267045454545455,0.2267045454545455,0.2267045454545455,0.0,1.0
74,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06435300207039338,0.0,0.1,0.0,0.3217650103519669,0.0,1.0,1.0,0.0,0.3217650103519669,0.0,1.0,1.0,0.16435300207039338,0.16435300207039338,0.16435300207039338,0.16435300207039338,0.16435300207039338,0.0,1.0
75,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.06984848484848485,0.0,0.1,0.0,0.34924242424242424,0.0,1.0,1.0,0.0,0.34924242424242424,0.0,1.0,1.0,0.16984848484848486,0.16984848484848486,0.16984848484848486,0.16984848484848486,0.16984848484848486,0.0,1.0
76,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05568181818181819,0.0,0.1,0.0,0.27840909090909094,0.0,1.0,1.0,0.0,0.27840909090909094,0.0,1.0,1.0,0.1556818181818182,0.1556818181818182,0.1556818181818182,0.1556818181818182,0.1556818181818182,0.0,1.0
77,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.11454545454545453,0.0,0.1,0.0,0.5727272727272728,0.0,1.0,1.0,0.0,0.5727272727272728,0.0,1.0,1.0,0.21454545454545454,0.21454545454545454,0.21454545454545454,0.21454545454545454,0.21454545454545454,0.0,1.0
78,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05847763347763348,0.0,0.1,0.0,0.2923881673881674,0.0,1.0,1.0,0.0,0.2923881673881674,0.0,1.0,1.0,0.15847763347763347,0.15847763347763347,0.15847763347763347,0.15847763347763347,0.15847763347763347,0.0,1.0
79,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.026198752228163993,0.0,0.1,0.0,0.13099376114081995,0.0,1.0,1.0,0.0,0.13099376114081995,0.0,1.0,1.0,0.126198752228164,0.126198752228164,0.126198752228164,0.126198752228164,0.126198752228164,0.0,1.0
80,0.4,0.2,0.15,0.1,0.15,1.2,0.0,0.03246753246753247,0.0,0.1,0.0,0.16233766233766234,0.0,1.0,1.0,0.0,0.16233766233766234,0.0,1.0,1.0,0.13246753246753246,0.13246753246753246,0.15896103896103897,0.15896103896103897,0.15896103896103897,0.0,1.0
81,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.0760393772893773,0.0,0.1,0.0,0.38019688644688643,0.0,1.0,1.0,0.0,0.38019688644688643,0.0,1.0,1.0,0.1760393772893773,0.1760393772893773,0.1760393772893773,0.1760393772893773,0.1760393772893773,0.0,1.0
82,0.4,0.2,0.15,0.1,0.15,1.1,0.0,0.09544335953004683,0.0,0.1,0.0,0.4772167976502341,0.0,1.0,1.0,0.0,0.4772167976502341,0.0,1.0,1.0,0.19544335953004685,0.19544335953004685,0.2185806144320076,0.2185806144320076,0.2185806144320076,0.0,1.0
83,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.1,0.0,0.1,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2,0.0,1.0
84,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.08153177060297803,0.0,0.1,0.0,0.40765885301489013,0.0,1.0,1.0,0.0,0.40765885301489013,0.0,1.0,1.0,0.18153177060297804,0.18153177060297804,0.18153177060297804,0.18153177060297804,0.18153177060297804,0.0,1.0
85,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.07079262566518939,0.0,0.1,0.0,0.35396312832594695,0.0,1.0,1.0,0.0,0.35396312832594695,0.0,1.0,1.0,0.1707926256651894,0.1707926256651894,0.1707926256651894,0.1707926256651894,0.1707926256651894,0.0,1.0
86,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.04969717668488161,0.0,0.1,0.0,0.24848588342440803,0.0,1.0,1.0,0.0,0.24848588342440803,0.0,1.0,1.0,0.1496971766848816,0.1496971766848816,0.1496971766848816,0.1496971766848816,0.1496971766848816,0.0,1.0
87,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05454545454545456,0.0,0.1,0.0,0.27272727272727276,0.0,1.0,1.0,0.0,0.27272727272727276,0.0,1.0,1.0,0.15454545454545457,0.15454545454545457,0.15454545454545457,0.15454545454545457,0.15454545454545457,0.0,1.0
88,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.05466316510618863,0.0,0.1,0.0,0.27331582553094314,0.0,1.0,1.0,0.0,0.27331582553094314,0.0,1.0,1.0,0.15466316510618863,0.15466316510618863,0.15466316510618863,0.15466316510618863,0.15466316510618863,0.0,0.75
89,0.4,0.2,0.15,0.1,0.15,1.1,0.0,0.0700496342737722,0.0,0.1,0.0,0.350248171368861,0.0,1.0,1.0,0.0,0.350248171368861,0.0,1.0,1.0,0.1700496342737722,0.1700496342737722,0.18535266457680252,0.18535266457680252,0.18535266457680252,0.0,1.0
90,0.4,0.2,0.15,0.1,0.15,1.0,0.0,0.051087562744004465,0.0,0.1,0.0,0.2554378137200223,0.0,1.0,1.0,0.0,0.2554378137200223,0.0,1.0,1.0,0.15108756274400448,0.15108756274400448,0.15108756274400448,0.15108756274400448,0.15108756274400448,0.0,0.5
